PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,CANTIDAD_EDITORIALES
GUATEMALA,2022,80% - 90%,9,0.0,0
GUATEMALA,2022,90% - 100%,10,0.0,0
GUATEMALA,2023,Top 10%,1,1.0,1
GUATEMALA,2023,10% - 20%,2,1.0,1
GUATEMALA,2023,20% - 30%,3,0.0,0
GUATEMALA,2023,30% - 40%,4,0.0,0
GUATEMALA,2023,40% - 50%,5,0.0,0
GUATEMALA,2023,50% - 60%,6,0.0,0
GUATEMALA,2023,60% - 70%,7,0.0,0
GUATEMALA,2023,70% - 80%,8,0.0,0
GUATEMALA,2023,80% - 90%,9,0.0,0
GUATEMALA,2023,90% - 100%,10,0.0,0
GUATEMALA,2024,Top 10%,1,1.0,1
GUATEMALA,2024,10% - 20%,2,0.0,0
GUATEMALA,2024,20% - 30%,3,0.0,0
GUATEMALA,2024,30% - 40%,4,0.0,0
GUATEMALA,2024,40% - 50%,5,0.0,0
GUATEMALA,2024,50% - 60%,6,0.0,0
GUATEMALA,2024,60% - 70%,7,0.0,0
GUATEMALA,2024,70% - 80%,8,0.0,0
GUATEMALA,2024,80% - 90%,9,0.0,0
GUATEMALA,2024,90% - 100%,10,0.0,0
GUATEMALA,TODOS,Top 10%,1,34.5,2
GUATEMALA,TODOS,10% - 20%,2,6.0,2
GUATEMALA,TODOS,20% - 30%,3,3.5,2
GUATEMALA,TODOS,30% - 40%,4,3.0,2
GUATEMALA,TODOS,40% - 50%,5,2.0,2
GUATEMALA,TODOS,50% - 60%,6,1.0,2
GUATEMALA,TODOS,60% - 70%,7,1.0,1
GUATEMALA,TODOS,70% - 80%,8,1.0,1
GUATEMALA,TODOS,80% - 90%,9,1.0,1
GUATEMALA,TODOS,90% - 100%,10,1.0,1
HONDURAS,2017,Top 10%,1,1.0,1
HONDURAS,2017,10% - 20%,2,0.0,0
HONDURAS,2017,20% - 30%,3,0.0,0
HONDURAS,2017,30% - 40%,4,0.0,0
HONDURAS,2017,40% - 50%,5,0.0,0
HONDURAS,2017,50% - 60%,6,0.0,0
HONDURAS,2017,60% - 70%,7,0.0,0
HONDURAS,2017,70% - 80%,8,0.0,0
HONDURAS,2017,80% - 90%,9,0.0,0
HONDURAS,2017,90% - 100%,10,0.0,0
HONDURAS,2018,Top 10%,1,1.0,1
HONDURAS,2018,10% - 20%,2,0.0,0
HONDURAS,2018,20% - 30%,3,0.0,0
HONDURAS,2018,30% - 40%,4,0.0,0
HONDURAS,2018,40% - 50%,5,0.0,0
HONDURAS,2018,50% - 60%,6,0.0,0
HONDURAS,2018,60% - 70%,7,0.0,0
HONDURAS,2018,70% - 80%,8,0.0,0
HONDURAS,2018,80% - 90%,9,0.0,0
HONDURAS,2018,90% - 100%,10,0.0,0
HONDURAS,2019,Top 10%,1,1.0,1
HONDURAS,2019,10% - 20%,2,0.0,0
HONDURAS,2019,20% - 30%,3,0.0,0
HONDURAS,2019,30% - 40%,4,0.0,0
HONDURAS,2019,40% - 50%,5,0.0,0
HONDURAS,2019,50% - 60%,6,0.0,0
HONDURAS,2019,60% - 70%,7,0.0,0
HONDURAS,2019,70% - 80%,8,0.0,0
HONDURAS,2019,80% - 90%,9,0.0,0
HONDURAS,2019,90% - 100%,10,0.0,0
HONDURAS,2023,Top 10%,1,10.0,1
HONDURAS,2023,10% - 20%,2,1.0,1
HONDURAS,2023,20% - 30%,3,0.0,0
HONDURAS,2023,30% - 40%,4,0.0,0
HONDURAS,2023,40% - 50%,5,0.0,0
HONDURAS,2023,50% - 60%,6,0.0,0
HONDURAS,2023,60% - 70%,7,0.0,0
HONDURAS,2023,70% - 80%,8,0.0,0
HONDURAS,2023,80% - 90%,9,0.0,0
HONDURAS,2023,90% - 100%,10,0.0,0
HONDURAS,TODOS,Top 10%,1,10.0,1
HONDURAS,TODOS,10% - 20%,2,2.0,1
HONDURAS,TODOS,20% - 30%,3,1.0,1
HONDURAS,TODOS,30% - 40%,4,1.0,1
HONDURAS,TODOS,40% - 50%,5,0.0,0
HONDURAS,TODOS,50% - 60%,6,0.0,0
HONDURAS,TODOS,60% - 70%,7,0.0,0
HONDURAS,TODOS,70% - 80%,8,0.0,0
HONDURAS,TODOS,80% - 90%,9,0.0,0
HONDURAS,TODOS,90% - 100%,10,0.0,0
MÉXICO,2010,Top 10%,1,42.43,7
MÉXICO,2010,10% - 20%,2,12.71,7
MÉXICO,2010,20% - 30%,3,6.0,7
MÉXICO,2010,30% - 40%,4,3.43,7
MÉXICO,2010,40% - 50%,5,2.14,7
MÉXICO,2010,50% - 60%,6,1.57,7
MÉXICO,2010,60% - 70%,7,1.0,6
MÉXICO,2010,70% - 80%,8,1.0,6
MÉXICO,2010,80% - 90%,9,1.0,6
MÉXICO,2010,90% - 100%,10,1.0,6
MÉXICO,2011,Top 10%,1,51.71,7
MÉXICO,2011,10% - 20%,2,16.14,7
MÉXICO,2011,20% - 30%,3,6.0,7
MÉXICO,2011,30% - 40%,4,3.43,7
MÉXICO,2011,40% - 50%,5,2.29,7
MÉXICO,2011,50% - 60%,6,1.43,7
MÉXICO,2011,60% - 70%,7,1.0,7
MÉXICO,2011,70% - 80%,8,1.0,7
MÉXICO,2011,80% - 90%,9,1.0,7
MÉXICO,2011,90% - 100%,10,1.0,7
MÉXICO,2012,Top 10%,1,75.17,6
MÉXICO,2012,10% - 20%,2,23.0,6
MÉXICO,2012,20% - 30%,3,10.33,6
MÉXICO,2012,30% - 40%,4,5.67,6
MÉXICO,2012,40% - 50%,5,3.5,6
MÉXICO,2012,50% - 60%,6,2.0,6
MÉXICO,2012,60% - 70%,7,1.33,6
MÉXICO,2012,70% - 80%,8,1.0,6
MÉXICO,2012,80% - 90%,9,1.0,5
MÉXICO,2012,90% - 100%,10,1.0,5
MÉXICO,2013,Top 10%,1,74.0,8
MÉXICO,2013,10% - 20%,2,17.25,8
MÉXICO,2013,20% - 30%,3,7.25,8
MÉXICO,2013,30% - 40%,4,3.88,8
MÉXICO,2013,40% - 50%,5,2.88,8
MÉXICO,2013,50% - 60%,6,2.0,8
MÉXICO,2013,60% - 70%,7,1.0,8
MÉXICO,2013,70% - 80%,8,1.0,7
MÉXICO,2013,80% - 90%,9,1.0,7
MÉXICO,2013,90% - 100%,10,1.0,7
MÉXICO,2014,Top 10%,1,58.75,8
MÉXICO,2014,10% - 20%,2,12.38,8
MÉXICO,2014,20% - 30%,3,5.62,8
MÉXICO,2014,30% - 40%,4,3.88,8
MÉXICO,2014,40% - 50%,5,2.12,8
MÉXICO,2014,50% - 60%,6,1.71,7
MÉXICO,2014,60% - 70%,7,1.0,7
MÉXICO,2014,70% - 80%,8,1.0,7
MÉXICO,2014,80% - 90%,9,1.0,7
MÉXICO,2014,90% - 100%,10,1.0,7
MÉXICO,2015,Top 10%,1,56.3,10
MÉXICO,2015,10% - 20%,2,11.2,10
MÉXICO,2015,20% - 30%,3,5.9,10
MÉXICO,2015,30% - 40%,4,4.1,10
MÉXICO,2015,40% - 50%,5,3.3,10
MÉXICO,2015,50% - 60%,6,2.2,10
MÉXICO,2015,60% - 70%,7,1.89,9
MÉXICO,2015,70% - 80%,8,1.0,9
MÉXICO,2015,80% - 90%,9,1.0,9
MÉXICO,2015,90% - 100%,10,1.0,9
MÉXICO,2016,Top 10%,1,128.7,10
MÉXICO,2016,10% - 20%,2,16.2,10
MÉXICO,2016,20% - 30%,3,6.5,10
MÉXICO,2016,30% - 40%,4,3.7,10
MÉXICO,2016,40% - 50%,5,2.6,10
MÉXICO,2016,50% - 60%,6,1.7,10
MÉXICO,2016,60% - 70%,7,1.0,10
MÉXICO,2016,70% - 80%,8,1.0,10
MÉXICO,2016,80% - 90%,9,1.0,10
MÉXICO,2016,90% - 100%,10,1.0,10
MÉXICO,2017,Top 10%,1,161.45,11
MÉXICO,2017,10% - 20%,2,27.55,11
MÉXICO,2017,20% - 30%,3,7.82,11
MÉXICO,2017,30% - 40%,4,4.36,11
MÉXICO,2017,40% - 50%,5,2.73,11
MÉXICO,2017,50% - 60%,6,2.0,11
MÉXICO,2017,60% - 70%,7,1.36,11
MÉXICO,2017,70% - 80%,8,1.0,10
MÉXICO,2017,80% - 90%,9,1.0,10
MÉXICO,2017,90% - 100%,10,1.0,10
MÉXICO,2018,Top 10%,1,157.17,12
MÉXICO,2018,10% - 20%,2,20.55,11
MÉXICO,2018,20% - 30%,3,9.0,11
MÉXICO,2018,30% - 40%,4,5.09,11
MÉXICO,2018,40% - 50%,5,3.45,11
MÉXICO,2018,50% - 60%,6,2.09,11
MÉXICO,2018,60% - 70%,7,1.36,11
MÉXICO,2018,70% - 80%,8,1.0,11
MÉXICO,2018,80% - 90%,9,1.0,11
MÉXICO,2018,90% - 100%,10,1.0,11
MÉXICO,2019,Top 10%,1,195.64,11
MÉXICO,2019,10% - 20%,2,24.2,10
MÉXICO,2019,20% - 30%,3,9.8,10
MÉXICO,2019,30% - 40%,4,4.6,10
MÉXICO,2019,40% - 50%,5,3.0,10
MÉXICO,2019,50% - 60%,6,2.0,10
MÉXICO,2019,60% - 70%,7,1.1,10
MÉXICO,2019,70% - 80%,8,1.0,10
MÉXICO,2019,80% - 90%,9,1.0,10
MÉXICO,2019,90% - 100%,10,1.0,10
MÉXICO,2020,Top 10%,1,157.22,9
MÉXICO,2020,10% - 20%,2,18.0,9
MÉXICO,2020,20% - 30%,3,5.56,9
MÉXICO,2020,30% - 40%,4,3.56,9
MÉXICO,2020,40% - 50%,5,2.44,9
MÉXICO,2020,50% - 60%,6,2.0,9
MÉXICO,2020,60% - 70%,7,1.11,9
MÉXICO,2020,70% - 80%,8,1.0,9
MÉXICO,2020,80% - 90%,9,1.0,9
MÉXICO,2020,90% - 100%,10,1.0,9
MÉXICO,2021,Top 10%,1,188.33,9
MÉXICO,2021,10% - 20%,2,16.0,9
MÉXICO,2021,20% - 30%,3,9.0,8
MÉXICO,2021,30% - 40%,4,4.62,8
MÉXICO,2021,40% - 50%,5,3.25,8
MÉXICO,2021,50% - 60%,6,2.0,8
MÉXICO,2021,60% - 70%,7,1.62,8
MÉXICO,2021,70% - 80%,8,1.0,8
MÉXICO,2021,80% - 90%,9,1.0,8
MÉXICO,2021,90% - 100%,10,1.0,8
MÉXICO,2022,Top 10%,1,234.0,9
MÉXICO,2022,10% - 20%,2,26.44,9
MÉXICO,2022,20% - 30%,3,7.33,9
MÉXICO,2022,30% - 40%,4,4.22,9
MÉXICO,2022,40% - 50%,5,2.56,9
MÉXICO,2022,50% - 60%,6,2.0,8
MÉXICO,2022,60% - 70%,7,1.75,8
MÉXICO,2022,70% - 80%,8,1.0,8
MÉXICO,2022,80% - 90%,9,1.0,8
MÉXICO,2022,90% - 100%,10,1.0,8
MÉXICO,2023,Top 10%,1,231.44,9
MÉXICO,2023,10% - 20%,2,20.44,9
MÉXICO,2023,20% - 30%,3,9.67,9
MÉXICO,2023,30% - 40%,4,4.89,9
MÉXICO,2023,40% - 50%,5,3.11,9
MÉXICO,2023,50% - 60%,6,2.11,9
MÉXICO,2023,60% - 70%,7,1.56,9
MÉXICO,2023,70% - 80%,8,1.0,8
MÉXICO,2023,80% - 90%,9,1.0,8
MÉXICO,2023,90% - 100%,10,1.0,8
MÉXICO,2024,Top 10%,1,365.43,7
MÉXICO,2024,10% - 20%,2,36.86,7
MÉXICO,2024,20% - 30%,3,11.57,7
MÉXICO,2024,30% - 40%,4,5.86,7
MÉXICO,2024,40% - 50%,5,3.14,7
MÉXICO,2024,50% - 60%,6,2.0,7
MÉXICO,2024,60% - 70%,7,1.86,7
MÉXICO,2024,70% - 80%,8,1.0,7
MÉXICO,2024,80% - 90%,9,1.0,7
MÉXICO,2024,90% - 100%,10,1.0,6
MÉXICO,TODOS,Top 10%,1,665.0,34
MÉXICO,TODOS,10% - 20%,2,31.97,34
MÉXICO,TODOS,20% - 30%,3,15.91,34
MÉXICO,TODOS,30% - 40%,4,9.3,33
MÉXICO,TODOS,40% - 50%,5,5.76,33
MÉXICO,TODOS,50% - 60%,6,3.45,33
MÉXICO,TODOS,60% - 70%,7,2.12,33
MÉXICO,TODOS,70% - 80%,8,1.33,33
MÉXICO,TODOS,80% - 90%,9,1.0,33
MÉXICO,TODOS,90% - 100%,10,1.0,33
NICARAGUA,2010,Top 10%,1,1.0,1
NICARAGUA,2010,10% - 20%,2,0.0,0
NICARAGUA,2010,20% - 30%,3,0.0,0
NICARAGUA,2010,30% - 40%,4,0.0,0
NICARAGUA,2010,40% - 50%,5,0.0,0
NICARAGUA,2010,50% - 60%,6,0.0,0
NICARAGUA,2010,60% - 70%,7,0.0,0
NICARAGUA,2010,70% - 80%,8,0.0,0
NICARAGUA,2010,80% - 90%,9,0.0,0
NICARAGUA,2010,90% - 100%,10,0.0,0
NICARAGUA,2011,Top 10%,1,1.0,1
NICARAGUA,2011,10% - 20%,2,0.0,0
NICARAGUA,2011,20% - 30%,3,0.0,0
NICARAGUA,2011,30% - 40%,4,0.0,0
NICARAGUA,2011,40% - 50%,5,0.0,0
NICARAGUA,2011,50% - 60%,6,0.0,0
NICARAGUA,2011,60% - 70%,7,0.0,0
NICARAGUA,2011,70% - 80%,8,0.0,0
NICARAGUA,2011,80% - 90%,9,0.0,0
NICARAGUA,2011,90% - 100%,10,0.0,0
NICARAGUA,2013,Top 10%,1,1.0,1
NICARAGUA,2013,10% - 20%,2,0.0,0
NICARAGUA,2013,20% - 30%,3,0.0,0
NICARAGUA,2013,30% - 40%,4,0.0,0
NICARAGUA,2013,40% - 50%,5,0.0,0
NICARAGUA,2013,50% - 60%,6,0.0,0
NICARAGUA,2013,60% - 70%,7,0.0,0
NICARAGUA,2013,70% - 80%,8,0.0,0
NICARAGUA,2013,80% - 90%,9,0.0,0
NICARAGUA,2013,90% - 100%,10,0.0,0
NICARAGUA,2014,Top 10%,1,1.0,1
NICARAGUA,2014,10% - 20%,2,0.0,0
NICARAGUA,2014,20% - 30%,3,0.0,0
NICARAGUA,2014,30% - 40%,4,0.0,0
NICARAGUA,2014,40% - 50%,5,0.0,0
NICARAGUA,2014,50% - 60%,6,0.0,0
NICARAGUA,2014,60% - 70%,7,0.0,0
NICARAGUA,2014,70% - 80%,8,0.0,0
NICARAGUA,2014,80% - 90%,9,0.0,0
NICARAGUA,2014,90% - 100%,10,0.0,0
NICARAGUA,2016,Top 10%,1,1.0,1
NICARAGUA,2016,10% - 20%,2,0.0,0
NICARAGUA,2016,20% - 30%,3,0.0,0
NICARAGUA,2016,30% - 40%,4,0.0,0
NICARAGUA,2016,40% - 50%,5,0.0,0
NICARAGUA,2016,50% - 60%,6,0.0,0
NICARAGUA,2016,60% - 70%,7,0.0,0
NICARAGUA,2016,70% - 80%,8,0.0,0
NICARAGUA,2016,80% - 90%,9,0.0,0
NICARAGUA,2016,90% - 100%,10,0.0,0
NICARAGUA,TODOS,Top 10%,1,1.0,1
NICARAGUA,TODOS,10% - 20%,2,1.0,1
NICARAGUA,TODOS,20% - 30%,3,1.0,1
NICARAGUA,TODOS,30% - 40%,4,1.0,1
NICARAGUA,TODOS,40% - 50%,5,1.0,1
NICARAGUA,TODOS,50% - 60%,6,0.0,0
NICARAGUA,TODOS,60% - 70%,7,0.0,0
NICARAGUA,TODOS,70% - 80%,8,0.0,0
NICARAGUA,TODOS,80% - 90%,9,0.0,0
NICARAGUA,TODOS,90% - 100%,10,0.0,0
PANAMÁ,2010,Top 10%,1,7.0,1
PANAMÁ,2010,10% - 20%,2,0.0,0
PANAMÁ,2010,20% - 30%,3,0.0,0
PANAMÁ,2010,30% - 40%,4,0.0,0
PANAMÁ,2010,40% - 50%,5,0.0,0
PANAMÁ,2010,50% - 60%,6,0.0,0
PANAMÁ,2010,60% - 70%,7,0.0,0
PANAMÁ,2010,70% - 80%,8,0.0,0
PANAMÁ,2010,80% - 90%,9,0.0,0
PANAMÁ,2010,90% - 100%,10,0.0,0
PANAMÁ,2011,Top 10%,1,14.0,1
PANAMÁ,2011,10% - 20%,2,10.0,1
PANAMÁ,2011,20% - 30%,3,0.0,0
PANAMÁ,2011,30% - 40%,4,0.0,0
PANAMÁ,2011,40% - 50%,5,0.0,0
PANAMÁ,2011,50% - 60%,6,0.0,0
PANAMÁ,2011,60% - 70%,7,0.0,0
PANAMÁ,2011,70% - 80%,8,0.0,0
PANAMÁ,2011,80% - 90%,9,0.0,0
PANAMÁ,2011,90% - 100%,10,0.0,0
PANAMÁ,2012,Top 10%,1,16.0,1
PANAMÁ,2012,10% - 20%,2,0.0,0
PANAMÁ,2012,20% - 30%,3,0.0,0
PANAMÁ,2012,30% - 40%,4,0.0,0
PANAMÁ,2012,40% - 50%,5,0.0,0
PANAMÁ,2012,50% - 60%,6,0.0,0
PANAMÁ,2012,60% - 70%,7,0.0,0
PANAMÁ,2012,70% - 80%,8,0.0,0
PANAMÁ,2012,80% - 90%,9,0.0,0
PANAMÁ,2012,90% - 100%,10,0.0,0
PANAMÁ,2013,Top 10%,1,20.0,1
PANAMÁ,2013,10% - 20%,2,4.0,1
PANAMÁ,2013,20% - 30%,3,0.0,0
PANAMÁ,2013,30% - 40%,4,0.0,0
PANAMÁ,2013,40% - 50%,5,0.0,0
PANAMÁ,2013,50% - 60%,6,0.0,0
PANAMÁ,2013,60% - 70%,7,0.0,0
PANAMÁ,2013,70% - 80%,8,0.0,0
PANAMÁ,2013,80% - 90%,9,0.0,0
PANAMÁ,2013,90% - 100%,10,0.0,0
PANAMÁ,2014,Top 10%,1,21.0,1
PANAMÁ,2014,10% - 20%,2,20.0,1
PANAMÁ,2014,20% - 30%,3,4.0,1
PANAMÁ,2014,30% - 40%,4,0.0,0
PANAMÁ,2014,40% - 50%,5,0.0,0
PANAMÁ,2014,50% - 60%,6,0.0,0
PANAMÁ,2014,60% - 70%,7,0.0,0
PANAMÁ,2014,70% - 80%,8,0.0,0
PANAMÁ,2014,80% - 90%,9,0.0,0
PANAMÁ,2014,90% - 100%,10,0.0,0
PANAMÁ,2015,Top 10%,1,2.0,1
PANAMÁ,2015,10% - 20%,2,1.0,1
PANAMÁ,2015,20% - 30%,3,0.0,0
PANAMÁ,2015,30% - 40%,4,0.0,0
PANAMÁ,2015,40% - 50%,5,0.0,0
PANAMÁ,2015,50% - 60%,6,0.0,0
PANAMÁ,2015,60% - 70%,7,0.0,0
PANAMÁ,2015,70% - 80%,8,0.0,0
PANAMÁ,2015,80% - 90%,9,0.0,0
PANAMÁ,2015,90% - 100%,10,0.0,0
PANAMÁ,2016,Top 10%,1,11.0,1
PANAMÁ,2016,10% - 20%,2,2.0,1
PANAMÁ,2016,20% - 30%,3,1.0,1
PANAMÁ,2016,30% - 40%,4,0.0,0
PANAMÁ,2016,40% - 50%,5,0.0,0
PANAMÁ,2016,50% - 60%,6,0.0,0
PANAMÁ,2016,60% - 70%,7,0.0,0
PANAMÁ,2016,70% - 80%,8,0.0,0
PANAMÁ,2016,80% - 90%,9,0.0,0
PANAMÁ,2016,90% - 100%,10,0.0,0
PANAMÁ,2017,Top 10%,1,4.0,1
PANAMÁ,2017,10% - 20%,2,1.0,1
PANAMÁ,2017,20% - 30%,3,0.0,0
PANAMÁ,2017,30% - 40%,4,0.0,0
PANAMÁ,2017,40% - 50%,5,0.0,0
PANAMÁ,2017,50% - 60%,6,0.0,0
PANAMÁ,2017,60% - 70%,7,0.0,0
PANAMÁ,2017,70% - 80%,8,0.0,0
PANAMÁ,2017,80% - 90%,9,0.0,0
PANAMÁ,2017,90% - 100%,10,0.0,0
PANAMÁ,2018,Top 10%,1,6.0,1
PANAMÁ,2018,10% - 20%,2,1.0,1
PANAMÁ,2018,20% - 30%,3,1.0,1
PANAMÁ,2018,30% - 40%,4,0.0,0
PANAMÁ,2018,40% - 50%,5,0.0,0
PANAMÁ,2018,50% - 60%,6,0.0,0
PANAMÁ,2018,60% - 70%,7,0.0,0
PANAMÁ,2018,70% - 80%,8,0.0,0
PANAMÁ,2018,80% - 90%,9,0.0,0
PANAMÁ,2018,90% - 100%,10,0.0,0
PANAMÁ,2019,Top 10%,1,35.0,1
PANAMÁ,2019,10% - 20%,2,2.0,1
PANAMÁ,2019,20% - 30%,3,0.0,0
PANAMÁ,2019,30% - 40%,4,0.0,0
PANAMÁ,2019,40% - 50%,5,0.0,0
PANAMÁ,2019,50% - 60%,6,0.0,0
PANAMÁ,2019,60% - 70%,7,0.0,0
PANAMÁ,2019,70% - 80%,8,0.0,0
PANAMÁ,2019,80% - 90%,9,0.0,0
PANAMÁ,2019,90% - 100%,10,0.0,0
PANAMÁ,2020,Top 10%,1,2.0,1
PANAMÁ,2020,10% - 20%,2,0.0,0
PANAMÁ,2020,20% - 30%,3,0.0,0
PANAMÁ,2020,30% - 40%,4,0.0,0
PANAMÁ,2020,40% - 50%,5,0.0,0
PANAMÁ,2020,50% - 60%,6,0.0,0
PANAMÁ,2020,60% - 70%,7,0.0,0
PANAMÁ,2020,70% - 80%,8,0.0,0
PANAMÁ,2020,80% - 90%,9,0.0,0
PANAMÁ,2020,90% - 100%,10,0.0,0
PANAMÁ,2021,Top 10%,1,6.0,1
PANAMÁ,2021,10% - 20%,2,5.0,1
PANAMÁ,2021,20% - 30%,3,1.0,1
PANAMÁ,2021,30% - 40%,4,1.0,1
PANAMÁ,2021,40% - 50%,5,0.0,0
PANAMÁ,2021,50% - 60%,6,0.0,0
PANAMÁ,2021,60% - 70%,7,0.0,0
PANAMÁ,2021,70% - 80%,8,0.0,0
PANAMÁ,2021,80% - 90%,9,0.0,0
PANAMÁ,2021,90% - 100%,10,0.0,0
PANAMÁ,2023,Top 10%,1,6.0,1
PANAMÁ,2023,10% - 20%,2,2.0,1
PANAMÁ,2023,20% - 30%,3,1.0,1
PANAMÁ,2023,30% - 40%,4,1.0,1
PANAMÁ,2023,40% - 50%,5,0.0,0
PANAMÁ,2023,50% - 60%,6,0.0,0
PANAMÁ,2023,60% - 70%,7,0.0,0
PANAMÁ,2023,70% - 80%,8,0.0,0
PANAMÁ,2023,80% - 90%,9,0.0,0
PANAMÁ,2023,90% - 100%,10,0.0,0
PANAMÁ,2024,Top 10%,1,6.0,1
PANAMÁ,2024,10% - 20%,2,2.0,1
PANAMÁ,2024,20% - 30%,3,1.0,1
PANAMÁ,2024,30% - 40%,4,1.0,1
PANAMÁ,2024,40% - 50%,5,0.0,0
PANAMÁ,2024,50% - 60%,6,0.0,0
PANAMÁ,2024,60% - 70%,7,0.0,0
PANAMÁ,2024,70% - 80%,8,0.0,0
PANAMÁ,2024,80% - 90%,9,0.0,0
PANAMÁ,2024,90% - 100%,10,0.0,0
PANAMÁ,TODOS,Top 10%,1,81.0,2
PANAMÁ,TODOS,10% - 20%,2,21.0,2
PANAMÁ,TODOS,20% - 30%,3,2.0,2
PANAMÁ,TODOS,30% - 40%,4,1.5,2
PANAMÁ,TODOS,40% - 50%,5,1.0,2
PANAMÁ,TODOS,50% - 60%,6,1.0,1
PANAMÁ,TODOS,60% - 70%,7,1.0,1
PANAMÁ,TODOS,70% - 80%,8,1.0,1
PANAMÁ,TODOS,80% - 90%,9,1.0,1
PANAMÁ,TODOS,90% - 100%,10,1.0,1
PARAGUAY,2010,Top 10%,1,2.0,1
PARAGUAY,2010,10% - 20%,2,1.0,1
PARAGUAY,2010,20% - 30%,3,1.0,1
PARAGUAY,2010,30% - 40%,4,0.0,0
PARAGUAY,2010,40% - 50%,5,0.0,0
PARAGUAY,2010,50% - 60%,6,0.0,0
PARAGUAY,2010,60% - 70%,7,0.0,0
PARAGUAY,2010,70% - 80%,8,0.0,0
PARAGUAY,2010,80% - 90%,9,0.0,0
PARAGUAY,2010,90% - 100%,10,0.0,0
PARAGUAY,2011,Top 10%,1,1.0,1
PARAGUAY,2011,10% - 20%,2,0.0,0
PARAGUAY,2011,20% - 30%,3,0.0,0
PARAGUAY,2011,30% - 40%,4,0.0,0
PARAGUAY,2011,40% - 50%,5,0.0,0
PARAGUAY,2011,50% - 60%,6,0.0,0
PARAGUAY,2011,60% - 70%,7,0.0,0
PARAGUAY,2011,70% - 80%,8,0.0,0
PARAGUAY,2011,80% - 90%,9,0.0,0
PARAGUAY,2011,90% - 100%,10,0.0,0
PARAGUAY,2012,Top 10%,1,2.0,1
PARAGUAY,2012,10% - 20%,2,1.0,1
PARAGUAY,2012,20% - 30%,3,0.0,0
PARAGUAY,2012,30% - 40%,4,0.0,0
PARAGUAY,2012,40% - 50%,5,0.0,0
PARAGUAY,2012,50% - 60%,6,0.0,0
PARAGUAY,2012,60% - 70%,7,0.0,0
PARAGUAY,2012,70% - 80%,8,0.0,0
PARAGUAY,2012,80% - 90%,9,0.0,0
PARAGUAY,2012,90% - 100%,10,0.0,0
PARAGUAY,2013,Top 10%,1,1.0,1
