PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,CANTIDAD_EDITORIALES
PARAGUAY,2013,10% - 20%,2,0.0,0
PARAGUAY,2013,20% - 30%,3,0.0,0
PARAGUAY,2013,30% - 40%,4,0.0,0
PARAGUAY,2013,40% - 50%,5,0.0,0
PARAGUAY,2013,50% - 60%,6,0.0,0
PARAGUAY,2013,60% - 70%,7,0.0,0
PARAGUAY,2013,70% - 80%,8,0.0,0
PARAGUAY,2013,80% - 90%,9,0.0,0
PARAGUAY,2013,90% - 100%,10,0.0,0
PARAGUAY,2014,Top 10%,1,1.0,1
PARAGUAY,2014,10% - 20%,2,1.0,1
PARAGUAY,2014,20% - 30%,3,1.0,1
PARAGUAY,2014,30% - 40%,4,0.0,0
PARAGUAY,2014,40% - 50%,5,0.0,0
PARAGUAY,2014,50% - 60%,6,0.0,0
PARAGUAY,2014,60% - 70%,7,0.0,0
PARAGUAY,2014,70% - 80%,8,0.0,0
PARAGUAY,2014,80% - 90%,9,0.0,0
PARAGUAY,2014,90% - 100%,10,0.0,0
PARAGUAY,2016,Top 10%,1,1.0,1
PARAGUAY,2016,10% - 20%,2,0.0,0
PARAGUAY,2016,20% - 30%,3,0.0,0
PARAGUAY,2016,30% - 40%,4,0.0,0
PARAGUAY,2016,40% - 50%,5,0.0,0
PARAGUAY,2016,50% - 60%,6,0.0,0
PARAGUAY,2016,60% - 70%,7,0.0,0
PARAGUAY,2016,70% - 80%,8,0.0,0
PARAGUAY,2016,80% - 90%,9,0.0,0
PARAGUAY,2016,90% - 100%,10,0.0,0
PARAGUAY,2018,Top 10%,1,1.0,1
PARAGUAY,2018,10% - 20%,2,1.0,1
PARAGUAY,2018,20% - 30%,3,1.0,1
PARAGUAY,2018,30% - 40%,4,0.0,0
PARAGUAY,2018,40% - 50%,5,0.0,0
PARAGUAY,2018,50% - 60%,6,0.0,0
PARAGUAY,2018,60% - 70%,7,0.0,0
PARAGUAY,2018,70% - 80%,8,0.0,0
PARAGUAY,2018,80% - 90%,9,0.0,0
PARAGUAY,2018,90% - 100%,10,0.0,0
PARAGUAY,2019,Top 10%,1,4.0,1
PARAGUAY,2019,10% - 20%,2,3.0,1
PARAGUAY,2019,20% - 30%,3,2.0,1
PARAGUAY,2019,30% - 40%,4,1.0,1
PARAGUAY,2019,40% - 50%,5,1.0,1
PARAGUAY,2019,50% - 60%,6,0.0,0
PARAGUAY,2019,60% - 70%,7,0.0,0
PARAGUAY,2019,70% - 80%,8,0.0,0
PARAGUAY,2019,80% - 90%,9,0.0,0
PARAGUAY,2019,90% - 100%,10,0.0,0
PARAGUAY,2020,Top 10%,1,6.0,1
PARAGUAY,2020,10% - 20%,2,2.0,1
PARAGUAY,2020,20% - 30%,3,1.0,1
PARAGUAY,2020,30% - 40%,4,1.0,1
PARAGUAY,2020,40% - 50%,5,0.0,0
PARAGUAY,2020,50% - 60%,6,0.0,0
PARAGUAY,2020,60% - 70%,7,0.0,0
PARAGUAY,2020,70% - 80%,8,0.0,0
PARAGUAY,2020,80% - 90%,9,0.0,0
PARAGUAY,2020,90% - 100%,10,0.0,0
PARAGUAY,2021,Top 10%,1,5.0,1
PARAGUAY,2021,10% - 20%,2,2.0,1
PARAGUAY,2021,20% - 30%,3,2.0,1
PARAGUAY,2021,30% - 40%,4,1.0,1
PARAGUAY,2021,40% - 50%,5,1.0,1
PARAGUAY,2021,50% - 60%,6,1.0,1
PARAGUAY,2021,60% - 70%,7,0.0,0
PARAGUAY,2021,70% - 80%,8,0.0,0
PARAGUAY,2021,80% - 90%,9,0.0,0
PARAGUAY,2021,90% - 100%,10,0.0,0
PARAGUAY,2022,Top 10%,1,2.0,1
PARAGUAY,2022,10% - 20%,2,2.0,1
PARAGUAY,2022,20% - 30%,3,2.0,1
PARAGUAY,2022,30% - 40%,4,1.0,1
PARAGUAY,2022,40% - 50%,5,1.0,1
PARAGUAY,2022,50% - 60%,6,0.0,0
PARAGUAY,2022,60% - 70%,7,0.0,0
PARAGUAY,2022,70% - 80%,8,0.0,0
PARAGUAY,2022,80% - 90%,9,0.0,0
PARAGUAY,2022,90% - 100%,10,0.0,0
PARAGUAY,2023,Top 10%,1,2.0,1
PARAGUAY,2023,10% - 20%,2,1.0,1
PARAGUAY,2023,20% - 30%,3,1.0,1
PARAGUAY,2023,30% - 40%,4,0.0,0
PARAGUAY,2023,40% - 50%,5,0.0,0
PARAGUAY,2023,50% - 60%,6,0.0,0
PARAGUAY,2023,60% - 70%,7,0.0,0
PARAGUAY,2023,70% - 80%,8,0.0,0
PARAGUAY,2023,80% - 90%,9,0.0,0
PARAGUAY,2023,90% - 100%,10,0.0,0
PARAGUAY,2024,Top 10%,1,25.0,1
PARAGUAY,2024,10% - 20%,2,6.0,1
PARAGUAY,2024,20% - 30%,3,4.0,1
PARAGUAY,2024,30% - 40%,4,2.0,1
PARAGUAY,2024,40% - 50%,5,2.0,1
PARAGUAY,2024,50% - 60%,6,1.0,1
PARAGUAY,2024,60% - 70%,7,1.0,1
PARAGUAY,2024,70% - 80%,8,1.0,1
PARAGUAY,2024,80% - 90%,9,0.0,0
PARAGUAY,2024,90% - 100%,10,0.0,0
PARAGUAY,TODOS,Top 10%,1,28.5,2
PARAGUAY,TODOS,10% - 20%,2,8.0,2
PARAGUAY,TODOS,20% - 30%,3,4.0,2
PARAGUAY,TODOS,30% - 40%,4,3.5,2
PARAGUAY,TODOS,40% - 50%,5,2.0,2
PARAGUAY,TODOS,50% - 60%,6,1.5,2
PARAGUAY,TODOS,60% - 70%,7,1.0,2
PARAGUAY,TODOS,70% - 80%,8,1.0,2
PARAGUAY,TODOS,80% - 90%,9,1.0,2
PARAGUAY,TODOS,90% - 100%,10,1.0,2
PERÚ,2010,Top 10%,1,14.5,2
PERÚ,2010,10% - 20%,2,10.5,2
PERÚ,2010,20% - 30%,3,7.0,2
PERÚ,2010,30% - 40%,4,5.0,2
PERÚ,2010,40% - 50%,5,2.5,2
PERÚ,2010,50% - 60%,6,1.5,2
PERÚ,2010,60% - 70%,7,1.0,2
PERÚ,2010,70% - 80%,8,1.0,1
PERÚ,2010,80% - 90%,9,1.0,1
PERÚ,2010,90% - 100%,10,1.0,1
PERÚ,2011,Top 10%,1,19.0,2
PERÚ,2011,10% - 20%,2,11.5,2
PERÚ,2011,20% - 30%,3,9.5,2
PERÚ,2011,30% - 40%,4,4.5,2
PERÚ,2011,40% - 50%,5,2.5,2
PERÚ,2011,50% - 60%,6,1.0,2
PERÚ,2011,60% - 70%,7,1.0,2
PERÚ,2011,70% - 80%,8,1.0,2
PERÚ,2011,80% - 90%,9,1.0,2
PERÚ,2011,90% - 100%,10,1.0,1
PERÚ,2012,Top 10%,1,9.0,2
PERÚ,2012,10% - 20%,2,2.5,2
PERÚ,2012,20% - 30%,3,2.0,2
PERÚ,2012,30% - 40%,4,1.0,2
PERÚ,2012,40% - 50%,5,1.0,1
PERÚ,2012,50% - 60%,6,1.0,1
PERÚ,2012,60% - 70%,7,1.0,1
PERÚ,2012,70% - 80%,8,1.0,1
PERÚ,2012,80% - 90%,9,1.0,1
PERÚ,2012,90% - 100%,10,1.0,1
PERÚ,2013,Top 10%,1,21.0,2
PERÚ,2013,10% - 20%,2,5.5,2
PERÚ,2013,20% - 30%,3,2.5,2
PERÚ,2013,30% - 40%,4,1.0,2
PERÚ,2013,40% - 50%,5,1.0,2
PERÚ,2013,50% - 60%,6,1.0,1
PERÚ,2013,60% - 70%,7,1.0,1
PERÚ,2013,70% - 80%,8,1.0,1
PERÚ,2013,80% - 90%,9,1.0,1
PERÚ,2013,90% - 100%,10,1.0,1
PERÚ,2014,Top 10%,1,45.0,2
PERÚ,2014,10% - 20%,2,13.5,2
PERÚ,2014,20% - 30%,3,5.5,2
PERÚ,2014,30% - 40%,4,4.0,2
PERÚ,2014,40% - 50%,5,1.0,2
PERÚ,2014,50% - 60%,6,1.0,2
PERÚ,2014,60% - 70%,7,1.0,2
PERÚ,2014,70% - 80%,8,1.0,2
PERÚ,2014,80% - 90%,9,1.0,2
PERÚ,2014,90% - 100%,10,1.0,2
PERÚ,2015,Top 10%,1,54.5,2
PERÚ,2015,10% - 20%,2,18.5,2
PERÚ,2015,20% - 30%,3,7.0,2
PERÚ,2015,30% - 40%,4,4.0,2
PERÚ,2015,40% - 50%,5,2.5,2
PERÚ,2015,50% - 60%,6,1.5,2
PERÚ,2015,60% - 70%,7,1.0,2
PERÚ,2015,70% - 80%,8,1.0,2
PERÚ,2015,80% - 90%,9,1.0,2
PERÚ,2015,90% - 100%,10,1.0,1
PERÚ,2016,Top 10%,1,27.0,2
PERÚ,2016,10% - 20%,2,6.0,2
PERÚ,2016,20% - 30%,3,4.5,2
PERÚ,2016,30% - 40%,4,2.0,2
PERÚ,2016,40% - 50%,5,1.5,2
PERÚ,2016,50% - 60%,6,1.0,2
PERÚ,2016,60% - 70%,7,1.0,2
PERÚ,2016,70% - 80%,8,1.0,1
PERÚ,2016,80% - 90%,9,1.0,1
PERÚ,2016,90% - 100%,10,1.0,1
PERÚ,2017,Top 10%,1,31.5,2
PERÚ,2017,10% - 20%,2,10.0,2
PERÚ,2017,20% - 30%,3,6.0,2
PERÚ,2017,30% - 40%,4,4.5,2
PERÚ,2017,40% - 50%,5,3.0,2
PERÚ,2017,50% - 60%,6,1.5,2
PERÚ,2017,60% - 70%,7,1.0,2
PERÚ,2017,70% - 80%,8,1.0,2
PERÚ,2017,80% - 90%,9,1.0,2
PERÚ,2017,90% - 100%,10,1.0,1
PERÚ,2018,Top 10%,1,15.5,2
PERÚ,2018,10% - 20%,2,5.5,2
PERÚ,2018,20% - 30%,3,2.0,2
PERÚ,2018,30% - 40%,4,1.0,2
PERÚ,2018,40% - 50%,5,1.0,2
PERÚ,2018,50% - 60%,6,1.0,2
PERÚ,2018,60% - 70%,7,1.0,2
PERÚ,2018,70% - 80%,8,1.0,1
PERÚ,2018,80% - 90%,9,1.0,1
PERÚ,2018,90% - 100%,10,1.0,1
PERÚ,2019,Top 10%,1,6.5,2
PERÚ,2019,10% - 20%,2,4.5,2
PERÚ,2019,20% - 30%,3,3.0,2
PERÚ,2019,30% - 40%,4,2.0,2
PERÚ,2019,40% - 50%,5,1.5,2
PERÚ,2019,50% - 60%,6,1.0,2
PERÚ,2019,60% - 70%,7,1.0,2
PERÚ,2019,70% - 80%,8,1.0,2
PERÚ,2019,80% - 90%,9,1.0,2
PERÚ,2019,90% - 100%,10,1.0,1
PERÚ,2020,Top 10%,1,12.5,2
PERÚ,2020,10% - 20%,2,3.0,2
PERÚ,2020,20% - 30%,3,2.5,2
PERÚ,2020,30% - 40%,4,2.0,2
PERÚ,2020,40% - 50%,5,2.0,1
PERÚ,2020,50% - 60%,6,2.0,1
PERÚ,2020,60% - 70%,7,1.0,1
PERÚ,2020,70% - 80%,8,1.0,1
PERÚ,2020,80% - 90%,9,1.0,1
PERÚ,2020,90% - 100%,10,1.0,1
PERÚ,2021,Top 10%,1,9.33,3
PERÚ,2021,10% - 20%,2,2.67,3
PERÚ,2021,20% - 30%,3,2.0,2
PERÚ,2021,30% - 40%,4,1.0,2
PERÚ,2021,40% - 50%,5,1.0,2
PERÚ,2021,50% - 60%,6,1.0,2
PERÚ,2021,60% - 70%,7,1.0,2
PERÚ,2021,70% - 80%,8,1.0,2
PERÚ,2021,80% - 90%,9,1.0,2
PERÚ,2021,90% - 100%,10,1.0,2
PERÚ,2022,Top 10%,1,15.0,3
PERÚ,2022,10% - 20%,2,3.67,3
PERÚ,2022,20% - 30%,3,2.0,3
PERÚ,2022,30% - 40%,4,1.67,3
PERÚ,2022,40% - 50%,5,1.0,3
PERÚ,2022,50% - 60%,6,1.0,3
PERÚ,2022,60% - 70%,7,1.0,3
PERÚ,2022,70% - 80%,8,1.0,2
PERÚ,2022,80% - 90%,9,1.0,2
PERÚ,2022,90% - 100%,10,1.0,2
PERÚ,2023,Top 10%,1,13.0,3
PERÚ,2023,10% - 20%,2,4.0,3
PERÚ,2023,20% - 30%,3,2.67,3
PERÚ,2023,30% - 40%,4,2.0,3
PERÚ,2023,40% - 50%,5,1.67,3
PERÚ,2023,50% - 60%,6,1.0,3
PERÚ,2023,60% - 70%,7,1.0,2
PERÚ,2023,70% - 80%,8,1.0,2
PERÚ,2023,80% - 90%,9,1.0,2
PERÚ,2023,90% - 100%,10,1.0,2
PERÚ,2024,Top 10%,1,20.67,3
PERÚ,2024,10% - 20%,2,6.33,3
PERÚ,2024,20% - 30%,3,4.0,3
PERÚ,2024,30% - 40%,4,2.33,3
PERÚ,2024,40% - 50%,5,1.5,2
PERÚ,2024,50% - 60%,6,1.0,2
PERÚ,2024,60% - 70%,7,1.0,2
PERÚ,2024,70% - 80%,8,1.0,2
PERÚ,2024,80% - 90%,9,1.0,2
PERÚ,2024,90% - 100%,10,1.0,2
PERÚ,TODOS,Top 10%,1,77.67,12
PERÚ,TODOS,10% - 20%,2,11.67,12
PERÚ,TODOS,20% - 30%,3,7.0,12
PERÚ,TODOS,30% - 40%,4,4.33,12
PERÚ,TODOS,40% - 50%,5,2.83,12
PERÚ,TODOS,50% - 60%,6,2.0,12
PERÚ,TODOS,60% - 70%,7,1.09,11
PERÚ,TODOS,70% - 80%,8,1.0,11
PERÚ,TODOS,80% - 90%,9,1.0,11
PERÚ,TODOS,90% - 100%,10,1.0,11
REPÚBLICA DOMINICANA,2010,Top 10%,1,3.0,1
REPÚBLICA DOMINICANA,2010,10% - 20%,2,3.0,1
REPÚBLICA DOMINICANA,2010,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2010,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2010,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2010,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2010,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2010,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2010,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2010,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2011,Top 10%,1,2.0,1
REPÚBLICA DOMINICANA,2011,10% - 20%,2,2.0,1
REPÚBLICA DOMINICANA,2011,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2011,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2011,40% - 50%,5,1.0,1
REPÚBLICA DOMINICANA,2011,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2011,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2011,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2011,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2011,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2012,Top 10%,1,2.0,1
REPÚBLICA DOMINICANA,2012,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2012,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2012,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2012,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2012,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2012,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2012,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2012,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2012,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2013,Top 10%,1,1.0,1
REPÚBLICA DOMINICANA,2013,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2013,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2013,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2013,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2013,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2013,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2013,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2013,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2013,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2014,Top 10%,1,1.0,1
REPÚBLICA DOMINICANA,2014,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2014,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2014,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2014,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2014,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2014,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2014,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2014,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2014,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2015,Top 10%,1,2.0,1
REPÚBLICA DOMINICANA,2015,10% - 20%,2,0.0,0
REPÚBLICA DOMINICANA,2015,20% - 30%,3,0.0,0
REPÚBLICA DOMINICANA,2015,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2015,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2015,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2015,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2015,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2015,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2015,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2016,Top 10%,1,1.0,1
REPÚBLICA DOMINICANA,2016,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2016,20% - 30%,3,0.0,0
REPÚBLICA DOMINICANA,2016,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2016,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2016,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2016,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2016,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2016,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2016,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2017,Top 10%,1,12.0,1
REPÚBLICA DOMINICANA,2017,10% - 20%,2,4.0,1
REPÚBLICA DOMINICANA,2017,20% - 30%,3,4.0,1
REPÚBLICA DOMINICANA,2017,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2017,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2017,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2017,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2017,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2017,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2017,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2018,Top 10%,1,1.0,1
REPÚBLICA DOMINICANA,2018,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2018,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2018,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2018,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2018,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2018,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2018,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2018,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2018,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2019,Top 10%,1,2.0,1
REPÚBLICA DOMINICANA,2019,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2019,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2019,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2019,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2019,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2019,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2019,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2019,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2019,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2020,Top 10%,1,4.0,1
REPÚBLICA DOMINICANA,2020,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2020,20% - 30%,3,0.0,0
REPÚBLICA DOMINICANA,2020,30% - 40%,4,0.0,0
REPÚBLICA DOMINICANA,2020,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2020,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2020,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2020,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2020,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2020,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2021,Top 10%,1,2.0,1
REPÚBLICA DOMINICANA,2021,10% - 20%,2,1.0,1
REPÚBLICA DOMINICANA,2021,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2021,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2021,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2021,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2021,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2021,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2021,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2021,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2022,Top 10%,1,4.0,1
REPÚBLICA DOMINICANA,2022,10% - 20%,2,2.0,1
REPÚBLICA DOMINICANA,2022,20% - 30%,3,2.0,1
REPÚBLICA DOMINICANA,2022,30% - 40%,4,2.0,1
REPÚBLICA DOMINICANA,2022,40% - 50%,5,1.0,1
REPÚBLICA DOMINICANA,2022,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2022,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2022,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2022,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2022,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2023,Top 10%,1,9.0,1
REPÚBLICA DOMINICANA,2023,10% - 20%,2,2.0,1
REPÚBLICA DOMINICANA,2023,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2023,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2023,40% - 50%,5,0.0,0
REPÚBLICA DOMINICANA,2023,50% - 60%,6,0.0,0
REPÚBLICA DOMINICANA,2023,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2023,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2023,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2023,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,2024,Top 10%,1,5.0,1
REPÚBLICA DOMINICANA,2024,10% - 20%,2,2.0,1
REPÚBLICA DOMINICANA,2024,20% - 30%,3,1.0,1
REPÚBLICA DOMINICANA,2024,30% - 40%,4,1.0,1
REPÚBLICA DOMINICANA,2024,40% - 50%,5,1.0,1
REPÚBLICA DOMINICANA,2024,50% - 60%,6,1.0,1
REPÚBLICA DOMINICANA,2024,60% - 70%,7,0.0,0
REPÚBLICA DOMINICANA,2024,70% - 80%,8,0.0,0
REPÚBLICA DOMINICANA,2024,80% - 90%,9,0.0,0
REPÚBLICA DOMINICANA,2024,90% - 100%,10,0.0,0
REPÚBLICA DOMINICANA,TODOS,Top 10%,1,12.0,3
REPÚBLICA DOMINICANA,TODOS,10% - 20%,2,6.67,3
REPÚBLICA DOMINICANA,TODOS,20% - 30%,3,5.0,3
REPÚBLICA DOMINICANA,TODOS,30% - 40%,4,4.33,3
REPÚBLICA DOMINICANA,TODOS,40% - 50%,5,2.67,3
REPÚBLICA DOMINICANA,TODOS,50% - 60%,6,2.0,2
REPÚBLICA DOMINICANA,TODOS,60% - 70%,7,1.0,2
REPÚBLICA DOMINICANA,TODOS,70% - 80%,8,1.0,2
REPÚBLICA DOMINICANA,TODOS,80% - 90%,9,1.0,2
REPÚBLICA DOMINICANA,TODOS,90% - 100%,10,1.0,2
TODOS,2010,Top 10%,1,67.08,26
TODOS,2010,10% - 20%,2,12.96,26
